P FriA,Computational photography,43,Raw-to-raw: Mapping between image sensor color responses,"Camera images saved in raw format are being adopted in computer vision tasks since raw values represent minimally processed sensor responses.  Camera manufacturers, however, have yet to adopt a standard for raw images and current raw-rgb values are device specific due to different sensors spectral sensitivities.   This results in significantly different raw images for the same scene captured with different cameras.  This paper focuses on estimating a mapping that can convert a raw image of an arbitrary scene and illumination from one camera's raw space to another.  To this end, we examine various mapping strategies including linear and non-linear transformations applied both in a global and an illumination-specific manner.  We show that illumination-specific mappings give the best result, however, at the expense of requiring a large number of transformations.  To address this issue, we introduce an illumination-independent mapping approach that uses white-balancing to assist in reducing the number of required transformations.  We show that this approach achieves state-of-the-art results on a range of consumer cameras and images of arbitrary scenes and illuminations.","Rang Nguyen*, NUS (Singapore); Dilip Prasad, NUS; Michael Brown, NUS","Low-level vision and image processing\Color processing and tone adjustment*; Computational photography, sensing and display"
P FriA,Motion and tracking,751,DAISY Filter Flow: A Generalized Discrete Approach to Dense Correspondences,"Establishing dense correspondences reliably between a pair of images is an important vision task with many applications. Though significant advance has been made towards estimating dense stereo and optical flow fields for two images adjacent in viewpoint or in time, building reliable dense correspondence fields for two general images still remains largely unsolved. For instance, two given images sharing some content exhibit dramatic photometric and geometric variations, or they depict different 3D scenes of similar scene characteristics. Fundamental challenges to such an image or scene alignment task are often multifold, which render many existing techniques fall short of producing dense correspondences robustly and efficiently. This paper presents a novel approach called DAISY filter flow to address this challenging task. The DAISY filter flow algorithm leverages and extends a few established techniques: 1) DAISY descriptors, 2) filter-based efficient flow inference, and 3) the PatchMatch fast search. Coupling and optimizing these modules seamlessly with image segments as the bridge, our approach enables efficiently performing dense descriptor-based correspondence field estimation in a generalized high-dimensional label space, which is augmented by scales and rotations. Experiments on a variety of challenging scenes show that the proposed approach estimates spatially coherent yet discontinuity-preserving image alignment results both robustly and efficiently.","Hongsheng Yang, University of North Carolina at Chapel Hill; Wen-Yan Lin, Oxford Brookes University; Jiangbo Lu*, ADSC Singapore",Motion and tracking\Image alignment*; Optimization methods\Discrete optimization
P FriA,Motion and tracking,1694,Robust 3D Tracking with Descriptor Fields,"We introduce a method that can register challenging specular and poorly textured  3D environments, on which previous approaches  fail.  We assume that a small set  of  reference images  of  the environment  and  a partial  3D  model is  already  available. Like  previous approaches, we  register the input images  by aligning  them  with one  of  the  reference images  using  the  3D information.  However,  previous approaches typically  rely on the pixel intensities  for the alignment,  which is prone to fail in presence of specularities or in absence of texture.  A  key component of our approach is an efficient novel local descriptor that we use  to describe each image location.  We show that we can rely on this descriptor in  place of the intensity to significantly improve the alignment robustness at a  minor increase  of the  computational cost,  and we  explain why  our descriptor  performs so well.","Alberto Crivellaro*, EPFL; Vincent Lepetit, EPFL",Motion and tracking\Model-based reconstruction and tracking*
P FriA,Motion and tracking,1804,Evolutionary Quasi-random Search for Hand Articulations Tracking,"We present a new method for tracking the 3D position, global orientation and full articulation of human hands. Inspired by recent advances in model-based, hypothesize-and-test methods, the high-dimensional parameter space of hand configurations is explored with a novel evolutionary optimization technique. The proposed method capitalizes on the fact that the quasi-random samples of the Sobol sequence have low discrepancy and exhibit a more uniform coverage of the sampled space compared to random samples obtained from the uniform distribution. The method has been tested for the problems of tracking the articulation of a single hand (27D parameter space) and two hands (54D space). Extensive experiments have been carried out with synthetic and real data, in comparison with state of the art methods. The quantitative evaluation shows that the new approach achieves a speed-up of four (single hand tracking) and eight (two hands tracking) without compromising tracking accuracy. Interestingly, the proposed method is preferable compared to the state of the art either in the case of limited computational resources or in the case of more complex (i.e., higher dimensional) problems, a fact that raises considerably the applicability of the method in a number of application domains.","Iason Oikonomidis*, CSD - Univ. of Crete and FORTH; Manolis Lourakis, ; Antonis Argyros, ",Motion and tracking\Model-based reconstruction and tracking*; 3D computer vision; Face and gesture\Body motion analysis
P FriA,Motion and tracking,133,Scalable 3D Tracking of Multiple Interacting Objects,"We consider the problem of tracking multiple interacting objects in 3D, using RGBD input and by considering a hypothesize-and-test approach. Due to their interaction, objects to be tracked are expected to occlude each other in the field of view of the camera observing them. A naive approach would be to employ a Set of Independent Trackers (SIT) and to assign one tracker to each object. This approach scales well with the number of objects but fails as occlusions become stronger due to their disjoint consideration. The solution representing the current state of the art employs a single Joint Tracker (JT) that accounts for all objects simultaneously. This directly resolves ambiguities due to occlusions but has a computational complexity that grows geometrically with the number of tracked objects. We propose a middle ground, namely an Ensemble of Collaborative Trackers (ECT), that combines best traits from both worlds to deliver a practical and accurate solution to the multi-object 3D tracking problem. We present quantitative and qualitative experiments with several synthetic and real world sequences of diverse complexity. Experiments demonstrate that ECT manages to track far more complex scenes than JT at a computational time that is only slightly larger than that of SIT.","Nikolaos Kyriazis*, Institute of Computer Science,; Antonis Argyros, ","Motion and tracking\Model-based reconstruction and tracking*; 3D computer vision\3D modeling and reconstruction; Recognition: detection, categorization, classification, indexing, matching\Scene understanding"
P FriA,Motion and tracking,809,Probabilistic Active Appearance Models,"In this paper we provide the first, to the best of our knowledge, probabilistic formulation of one of the most successful and well-studied statistical models of shape and texture, i.e. Active Appearance Models (AAMs). To this end, we use a simple probabilistic model for texture generation assuming both Gaussian noise and Gaussian prior over the latent texture space. We retrieve the shape parameters by formulating a cost function obtained by marginalizing out the latent texture space. This results in a fast implementation when compared to other simultaneous algorithms for fitting AAMs, mainly due to the removal of the calculation of texture parameters. We proceed with demonstrating that, contrary to what is believed regarding the performance of AAMs in generic fitting scenarios, optimization of the proposed cost function produces results that outperforms discriminatively trained state-of-the-art algorithms in the problem of facial alignment ""in the wild"".","Joan Alabort-i-Medina*, Imperial College London; Stefanos Zafeiriou, Imperial College London",Motion and tracking\Model-based reconstruction and tracking*; Face and gesture; Face and gesture\Face detection and head tracking; Motion and tracking; Motion and tracking\Image alignment; Motion and tracking\Motion estimation
P FriA,Motion and tracking,1729,Human Shape and Pose Tracking Using Keyframes,"This paper considers human motion tracking with multi-view set-ups and investigates a robust strategy that learns online key poses to drive a shape tracking method. The interest arises with realistic dynamic scenes where occlusions or segmentation errors occur. The resulting corrupted observations present missing data and outliers that deteriorate tracking results. In order to cope with such data we propose to use key poses of the tracked person as multiple reference models. In contrast to many existing approaches that rely on a single reference model, multiple templates represent a larger variability of the human poses. They can provide therefore better initial hypotheses when tracking with ambiguous and noisy data. Our approach identifies these reference models online, during tracking, as distinctive keyframes. The most suitable one is then chosen as the reference model for the tracking initialization at each frame. In addition,  taking advantage of the proximity between successive frames, an efficient outlier handling technique is proposed to prevent the model from associating to irrelevant outliers. The two strategies are successfully experimented with a surface deformation framework that estimates both the pose and the shape. Evaluations and comparisons on existing datasets also demonstrate the benefit of the approach with respect to the state of the art.","Chun-Hao Huang*, Technische Universität München; Edmond Boyer, INRIA; Slobodan Ilic, ",Motion and tracking\Model-based reconstruction and tracking*; Motion and tracking; Vision for graphics
P FriA,Motion and tracking,1391,Better Feature Tracking Through Subspace Constraints,"Feature tracking in video is a crucial task in computer vision. Usually, the tracking problem is handled one feature at a time, using a single-feature tracker like the Kanade-Lucas-Tomasi algorithm, or one of its derivatives.  While this approach works quite well when dealing with high-quality video and ``strong'' features, it often falters when faced with dark and noisy video containing low-quality features. We present a framework for jointly tracking a set of features, which enables sharing information between the different features in the scene. We show that our method can be employed to track features for both rigid and nonrigid motions (possibly of few moving bodies) even when some features are occluded. Furthermore, it can be used to significantly improve tracking results in poorly-lit scenes (where there is a mix of good and bad features). Our approach does not require direct modeling of the structure or the motion of the scene, and runs in real time on a single CPU core.","Bryan Poling*, University of Minnesota; Gilad Lerman, University of Minnesota; Arthur Szlam, CCNY",Motion and tracking\Model-based reconstruction and tracking*; Motion and tracking\Optical flow
P FriA,Motion and tracking,411,Ground Plane Estimation using a Hidden Markov Model,"We focus the problem of estimating the ground plane orientation and  location in monocular video sequence from a moving observer. Our  only assumptions are that that the 3D ego motion t and the  ground plane normal n are orthogonal, and that n and  t are smooth over time. We formulate the problem as a  state-continuous Hidden Markov Model (HMM) where the hidden state  contains t and n and may be estimated by sampling and  decomposing homographies. We show that using blocked Gibbs sampling,  we can infer the hidden state with high robustness towards outliers,  drifting trajectories, rolling shutter and an imprecise intrinsic  calibration. Since our approach does not need any initial orientation prior, it works for arbitrary camera orientations.","Ralf Dragon*, Eth Zurich; Luc Van Gool, ETH",Motion and tracking\Motion estimation*; 3D computer vision\Calibration and pose estimation; Motion and tracking; Robotics
P FriA,Motion and tracking,668,"Online Object Tracking, Learning and Parsing with And-Or Graphs","This paper presents a framework for simultaneously tracking, learning and parsing objects with  a hierarchical and compositional And-Or graph (AOG) representation. The AOG is discriminatively learned online to account for the appearance (e.g., lighting and partial occlusion) and structural (e.g., different poses and viewpoints) variations of the object itself, as well as the distractors (e.g., similar objects) in the scene background.   In tracking, the state of the object (i.e., bounding box) is inferred by parsing with the current AOG using a spatial-temporal dynamic programming (DP) algorithm. When the AOG grows big for handling objects with large variations in long-term tracking, we propose a bottom-up/top-down scheduling scheme for efficient inference, which performs focused inference with the most stable and discriminative small sub-AOG.  During online learning, the AOG is re-learned iteratively with two steps:   (i) Identifying the false positives and false negatives of the current AOG in a new frame by exploiting the spatial and temporal constraints observed in the trajectory;   (ii) Updating the structure of the AOG, and re-estimating the parameters based on the augmented training dataset.   In experiments, the proposed method outperforms the state-of-the-art tracking algorithms on a recent public tracking benchmarks with 50 testing videos and 29 publicly available trackers evaluated \cite{trackingBenchmark}. ","Yang Lu, UCLA; Tianfu Wu*, University of California, Los ; Song Chun Zhu, UCLA",Motion and tracking\Object tracking and motion analysis*
P FriA,Motion and tracking,1983,Region-based particle filter for video object segmentation,"We present a video object segmentation approach that extends the particle filter to a region-based image representation. Image partition is considered part of the particle filter measurement, which enriches the available information and leads to a re-formulation of the particle filter. The prediction step uses a co-clustering between the previous image object partition and a partition of the current one, which allows us to tackle the evolution of non-rigid structures. Particles are defined as unions of regions in the current image partition and their propagation is computed through a single co-clustering. The proposed technique is assessed quantitatively on the SegTrack dataset and qualitatively on the LabelMe Video dataset, leading to satisfactory perceptual results outperforming state-of-the-art methods.","David Varas*, UPC; Ferran Marques, UPC",Motion and tracking\Object tracking and motion analysis*
P FriA,Motion and tracking,920,Visual Tracking via Probability Continuous Outlier Model,"In this paper, we present a novel online visual tracking method based on linear representation. First, we present a novel probability continuous outlier model (PCOM) to depict the continuous outliers that occur in the linear representation model. In the proposed model, the element of the noisy observation sample can be either represented by a PCA subspace with small Guassian noise or treated as an arbitrary value with a uniform prior, in which the spatial consistency prior is exploited by using a binary Markov random filed model. Then, we derive the objective function of the PCOM method, the solution of which can be iteratively obtained by the outlier-free least squares and standard max-flow/min-cut steps. Finally, based on the proposed PCOM method, we design an effective observation likelihood function and a simple update scheme for visual tracking. Both qualitative and quantitative evaluations demonstrate that our tracker achieves very favorable performance in terms of both accuracy and speed.","Dong Wang*, DUT; Huchuan Lu, DUT",Motion and tracking\Object tracking and motion analysis*; Motion and tracking\Model-based reconstruction and tracking
P FriA,Motion and tracking,1440,Visual Tracking Using Pertinent Patch Selection and Masking,"A novel visual tracking algorithm using patch-based appearance models is proposed in this paper. We first divide the bounding box of a target object into multiple patches and then select only pertinent patches, which occur repeatedly near the center of the bounding box, to construct the foreground appearance model. We also divide the input image into non-overlapping blocks, construct a  background model at each block location, and integrate these background models for tracking. Using the appearance models, we obtain an accurate foreground probability map. Finally, we estimate the optimal object position by maximizing the likelihood, which is obtained by convolving the foreground probability map with the pertinence mask. Experimental results demonstrate that the proposed algorithm outperforms state-of-the-art tracking algorithms significantly in terms of center position errors and success rates.","Dae-Youn Lee, Korea University; Jae-Young Sim, Ulsan National Institute of Science and Technology; Chang-Su Kim*, ","Motion and tracking\Object tracking and motion analysis*; Motion and tracking\Model-based reconstruction and tracking; Video: events, activities & surveillance\Video surveillance"
P FriA,Motion and tracking,157,Interval Tracker: Tracking by Interval Analysis,"This paper proposes a robust tracking method that uses interval analysis. Any single posterior model necessarily includes a modeling uncertainty (error), and thus, the posterior should be represented as an interval of probability. Then, the objective of visual tracking becomes to find the best state that maximizes the posterior and minimizes its interval simultaneously. By minimizing the interval of the posterior, our method can reduce the modeling uncertainty in the posterior. In this paper, the aforementioned objective is achieved by using the M4 estimation, which combines the Maximum a Posterior (MAP) estimation with  Minimum Mean-Square Error (MMSE), Maximum Likelihood (ML), and Minimum Interval Length (MIL) estimations. In the M4 estimation, our method maximizes the posterior over the state obtained by the MMSE estimation.  The method also minimizes interval of the posterior by reducing the gap between the lower and upper bounds of the posterior. The gap is reduced when the likelihood is maximized by the ML estimation and the interval length of the state is minimized by the MIL estimation. The experimental results demonstrate that M4 estimation can be easily integrated into conventional tracking methods and can greatly enhance their tracking accuracy. In several challenging datasets, our method outperforms state-of-the-art tracking methods.","Junseok Kwon, ETHZ; Kyoung Mu Lee*, Seoul National University",Motion and tracking\Object tracking and motion analysis*; Motion and tracking\Motion estimation
P FriA,Motion and tracking,1405,Unifying Spatial and Attribute Selection for Distracter-resilient Tracking,"Visual distracters are detrimental and generally very difficult to handle in target tracking, because they generate false positive candidates for target matching. The resilience of region-based matching to the distracters depends not only on the matching metric, but also on the characteristics of the target region to be matched. The two tasks, i.e., learning the best metric and selecting the distracter-resilient target regions, actually correspond to the attribute selection and spatial selection processes in the human visual perception. This paper presents an initial attempt to unify the modeling of these two tasks for an effective solution, based on the introduction of a new quantity called Soft Visual Margin. As a function of both matching metric and spatial location, it measures the discrimination between the target and its spatial distracters, and characterizes the reliability of matching. Different from other formulations of margin, this new quantity is analytical and is insensitive to noisy data. This paper presents a novel method to jointly determine the best spatial location and the optimal metric. Based on that, a solid distracter-resilient region tracker is designed, and its effectiveness is validated and demonstrated through extensive experiments.","Nan Jiang*, Huazhong University of Science and Technology; Ying Wu, Northwestern University",Motion and tracking\Object tracking and motion analysis*; Motion and tracking\Motion estimation
P FriA,Motion and tracking,646,Pedestrian Detection in Low-resolution Imagery by Learning Multi-scale Intrinsic Motion Structures (MIMS),"Detecting pedestrians at a distance from large-format wide-area imageries is a challenging problem because of low ground sampling distance (GSD) and the low frame rate of the imagery. In such a scenario, the approaches based on appearance cues alone easy to fail because pedestrians are only a few pixels in size. Frame-differencing and optical flow based approaches also give poor detection results due to noise, camera jitter and parallax. To overcome these challenges, we propose a novel approach to extract Multi-scale Intrinsic Motion Structure features from the pedestrian's motion patterns for pedestrian detection. The MIMS feature encodes the intrinsic motion properties of an object consisting of a few pixels, which is location, velocity and trajectory-shape invariant. The extracted MIMS representation is highly robust to noise in comparison with other approaches. ","Jiejie Zhu*, SRI International","Motion and tracking\Object tracking and motion analysis*; Motion and tracking\Motion estimation; Recognition: detection, categorization, classification, indexing, matching"
P FriA,Motion and tracking,772,Multi-target Tracking with Motion Context in Tensor Power Iteration,"Multiple target tracking (MTT) is often formulated as a  (multi-frame) data association problem, and different optimization approaches have been proposed to capture the  association solution. Most existing approaches, however,  treat different targets as independent of each other, thereby ignoring the interaction between subjects. In this paper,  we model interactions between neighbor targets by pair-wise motion context, and further encode such context into  the global association optimization. To solve the resulting  global non-convex maximization, we propose an effective  and efficient power iteration framework. This solution enjoys two advantages for MTT: First, it allows us to combine  the global energy accumulated from individual trajectories  and the between-trajectory interaction energy into a united  optimization, which can be solved by the proposed power  iteration algorithm. Second, the framework is flexible to  accommodate various types of pairwise context models and  we in fact studied two different context models in this paper.  For evaluation, we apply the proposed methods to four public datasets involving different challenging scenarios such  as dense aerial borne traffic tracking, dense point set tracking, and semi-crowded pedestrian tracking. In all the experiments, our approaches demonstrate very promising results  in comparison with state-of-the-art trackers.","Xinchu Shi*, NLPR; Haibin Ling, Temple University; Weiming Hu, NLPR, CASIA; Chunfeng Yuan, NLPR, IACAS","Motion and tracking\Object tracking and motion analysis*; Video: events, activities & surveillance\Video surveillance"
P FriA,Motion and tracking,1678,SphereFlow: 6 DoF Scene Flow from RGB-D Pairs,"We address the problem of computing dense scene flow between a pair of consecutive RGB-D frames. We seek correspondences between the two frames with respect to patches of 3D points that we identify as the inliers of spheres. Our main contribution is to show that by reasoning in terms of such patches under 6 DoF rigid body motions in 3D, we succeed in obtaining compelling results without relying on either of two simplifying assumptions that permeate much of the earlier literature: brightness constancy or local surface planarity. As a consequence, our output is a dense field of 6 DoF 3D rigid body motions, in contrast to the 3D translations that are the norm in scene flow. Reasoning in terms of 6 DoF motions additionally allows us to introduce a 6 DoF consistency check for the flow computed in both directions, a patchwise silhouette check to help reason about alignments in occlusion areas, and an intuitive local rigidity prior to promote smoothness of the flow fields. We carry out our optimization in two steps, obtaining a first correspondence field using PatchMatch, and subsequently using $\alpha$-expansion to jointly handle occlusions and regularize the field. We show attractive flow results on challenging synthetic and real-world scenes that push the practical limits of the aforementioned assumptions.","Michael Hornacek, TU Vienna; Andrew Fitzgibbon, Microsoft Research; Margrit Gelautz, TU Vienna; Carsten Rother*, TU Dresden",Motion and tracking\Optical flow*
P FriA,Motion and tracking,338,Fast Edge-Preserving PatchMatch for Large Displacement Optical Flow,"We present a fast local optical flow algorithm that can handle large displacement motions. Our algorithm is inspired by recent successes of local methods in stereo matching and optical flow as well as approximate nearest neighbor field algorithms. The main novelty is a fast randomized edge-preserving approximate nearest neighbor field algorithm which propagates self-similarity patterns in addition to propagating offsets. Together with a hierarchical matching scheme, our method can produce high-quality flow in a very fast speed. Experimental results on public optical flow benchmarks show that our method is significantly faster than competitors without compromising on quality, especially when scenes contain large motions. In fact, the performance on MPI Sintel benchmark clearly demonstrates the effectiveness of our method for handling large displacement motions.","Linchao Bao, City University of Hong Kong; Qingxiong Yang*, City University of Hong Kong; Hailin Jin, ",Motion and tracking\Optical flow*; Motion and tracking\Motion estimation
P FriA,Motion and tracking+B49,276,Learning an image-based motion context for multiple people tracking,"  We present a novel method for multiple people tracking that leverages a generalized model for capturing interactions among individuals.   At the core of our model is a learned dictionary of interaction feature strings which capture the relationship between the motion of the targets.  These feature strings, created from low-level image features, lead to a much richer representation of the physical interactions between targets compared to hand-specified social force models that previous works have introduced for tracking. One disadvantage of using social forces is that all pedestrians need to be detected in order for the forces to be applied, while our method is able to encode the effect of undetected targets, making the tracker more robust to partial occlusions.  The interaction feature strings are used in a Random Forest framework to track the targets according to the features surrounding them.  Results on six publicly available sequences show that our method outperforms state-of-the-art approaches in multiple people tracking.  ","Laura Leal-Taixé*, Leibniz University Hannover; Michele Fenzi, Leibniz University Hannover; Alina Kuznetsova, Leibniz University Hannover; Bodo Rosenhahn, ; Silvio Savarese, Stanford University",Motion and tracking\Object tracking and motion analysis*
