12,1,1924,A Statistical Model of Riemannian Metric Variation for Deformable Shape Analysis
13,1,2241,Temporally Coherent Interpretations for Long Videos Using Pattern Theory
14,1,1865,Line-Sweep: Cross-Ratio For Wide-Baseline Matching and 3D Reconstruction
15,1,296,Simplified Mirror-Based Camera Pose Computation via Rotation Averaging
16,1,52,On the Relationship Between Visual Attributes and Convolutional Networks
17,1,113,Saliency Detection by Multi-Context Deep Learning
18,1,795,DeepShape: Deep Learned Shape Descriptor for 3D Shape Matching and Retrieval
19,2,768,Bayesian Adaptive Matrix Factorization With Automatic Model Selection
20,2,1343,Joint Action Recognition and Pose Estimation From Video
21,2,775,Fast Action Proposals for Human Action Detection and Search
22,2,1597,Joint Multi-Feature Spatial Context for Scene Recognition on the Semantic Manifold
23,2,485,Large-Scale Damage Detection Using Satellite Imagery
24,2,1353,A Novel Locally Linear KNN Model for Visual Recognition
25,2,1161,Bilinear Random Projections for Locality-Sensitive Binary Codes
26,2,1616,Combining Local Appearance and Holistic View: Dual-Source Deep Neural Networks for Human Pose Estimation
27,2,273,Superpixel Segmentation Using Linear Spectral Clustering
28,2,603,Person Count Localization in Videos From Noisy Foreground and Detections
29,2,2362,Good Features to Track for Visual SLAM
30,2,1020,Discovering States and Transformations in Image Collections
31,2,1719,Generalized Deformable Spatial Pyramid: Geometry-Preserving Dense Correspondence Estimation
32,2,55,Classifier Adaptation at Prediction Time
33,2,161,Phase-Based Frame Interpolation for Video
34,2,1898,Matching-CNN Meets KNN: Quasi-Parametric Human Parsing
35,2,1899,Absolute Pose for Cameras Under Flat Refractive Interfaces
36,2,658,Protecting Against Screenshots: An Image Processing Approach
37,2,2275,Pose-Conditioned Joint Angle Limits for 3D Human Pose Reconstruction
38,2,2149,VisKE: Visual Knowledge Extraction and Question Answering by Visual Verification of Relation Phrases
39,3,1583,A Graphical Model Approach for Matching Partial Signatures
40,3,866,From Captions to Visual Concepts and Back
41,3,1059,Semi-Supervised Low-Rank Mapping Learning for Multi-Label Classification
42,3,381,ConceptLearner: Discovering Visual Concepts From Weakly Labeled Image Collections
43,3,1671,Computationally Bounded Retrieval
44,3,721,Viewpoints and Keypoints
45,3,21,Discrete Hyper-Graph Matching
46,3,443,Rolling Shutter Motion Deblurring
47,3,1370,Learning to Generate Chairs With Convolutional Neural Networks
48,3,787,Accurate Depth Map Estimation From a Lenslet Light Field Camera
49,3,1710,Deep Semantic Ranking Based Hashing for Multi-Label Image Retrieval
50,3,925,Similarity Learning on an Explicit Polynomial Kernel Feature Map for Person Re-Identification
51,3,22,Learning to Propose Objects
52,3,310,Basis Mapping Based Boosting for Object Detection
53,3,1325,Computing the Stereo Matching Cost With a Convolutional Neural Network
54,3,769,Recognize Complex Events From Static Images by Fusing Deep Channels
55,3,2152,Multi-Feature Max-Margin Hierarchical Bayesian Model for Action Recognition
56,3,2347,Model Recommendation: Generating Object Detectors From Few Samples
57,3,1444,A Linear Least-Squares Solution to Elastic Shape-From-Template
58,4,934,Robust Large Scale Monocular Visual SLAM
59,4,1852,Membership Representation for Detecting Block-Diagonal Structure in Low-Rank or Sparse Subspace Clustering
60,4,301,Bayesian Inference for Neighborhood Filters With Application in Denoising
61,4,288,Deep LAC: Deep Localization; Alignment and Classification for Fine-Grained Recognition
62,4,730,Unconstrained Realtime Facial Performance Capture
63,4,1180,Blind Optical Aberration Correction by Exploring Geometric and Visual Priors
64,4,1430,Ontological Supervision for Fine Grained Classification of Street View Storefronts
65,4,2054,Finding Distractors In Images
66,4,1828,From Image-Level to Pixel-Level Labeling With Convolutional Networks
67,4,219,Semantic Alignment of LiDAR Data at City Scale
68,4,748,Oriented Edge Forests for Boundary Detection
69,4,95,Query-Adaptive Late Fusion for Image Search and Person Re-Identification
70,4,165,Filtered Feature Channels for Pedestrian Detection
71,4,1240,GRSA: Generalized Range Swap Algorithm for the Efficient Optimization of MRFs
72,4,624,PatchCut: Data-Driven Object Segmentation via Local Shape Transfer
73,4,1143,Illumination and Reflectance Spectra Separation of a Hyperspectral Image Meets Low-Rank Matrix Factorization
74,4,1681,Semantic Part Segmentation Using Compositional Model Combining Shape and Appearance
75,5,626,A Discriminative CNN Video Representation for Event Detection
76,5,1846,24/7 Place Recognition by View Synthesis
77,5,187,Understanding Image Virality
78,5,136,Book2Movie: Aligning Video Scenes With Book Chapters
79,5,1145,3D Model-Based Continuous Emotion Recognition
80,5,1857,Learning to Rank in Person Re-Identification With Metric Ensembles
81,5,1714,Making Better Use of Edges via Perceptual Grouping
82,5,1623,Real-Time Joint Estimation of Camera Orientation and Vanishing Points
83,5,949,Sketch-Based 3D Shape Retrieval Using Convolutional Neural Networks
84,5,315,Salient Object Detection via Bootstrap Learning
85,5,557,Towards Open World Recognition
86,5,483,Data-Driven 3D Voxel Patterns for Object Category Recognition
87,5,266,3D ShapeNets: A Deep Representation for Volumetric Shapes
88,5,1266,Robust Image Alignment With Multiple Feature Descriptors and Matching-Guided Neighborhoods
89,5,2302,Pushing the Frontiers of Unconstrained Face Detection and Recognition: IARPA Janus Benchmark A
90,5,67,Depth From Shading; Defocus; and Correspondence Using Light-Field Angular Coherence
91,5,246,New Insights Into Laplacian Similarity Search
92,5,2294,Feature-Independent Context Estimation for Automatic Image Annotation
93,5,723,Category-Specific Object Reconstruction From a Single Image
94,5,1190,Active Sample Selection and Correction Propagation on a Gradually-Augmented Graph
95,5,674,Efficient and Accurate Approximations of Nonlinear Convolutional Networks
96,5,42,Ranking and Retrieval of Image Sequences From Multiple Paragraph Queries
97,5,459,Casual Stereoscopic Panorama Stitching
98,5,178,Superpixel Meshes for Fast Edge-Preserving Surface Reconstruction
99,5,1563,Best-Buddies Similarity for Robust Template Matching
100,5,1189,Superdifferential Cuts for Binary Energies
101,5,1157,The S-Hock Dataset: Analyzing Crowds at the Stadium
102,6,516,Discriminant Analysis on Riemannian Manifold of Gaussian Distributions for Face Recognition With Image Sets
103,6,1311,Texture Representations for Image and Video Synthesis
104,6,410,Shadow Optimization From Structured Deep Edge Detection
105,6,77,Total Variation Regularization of Shape Signals
106,6,56,Learning Similarity Metrics for Dynamic Scene Segmentation
107,6,314,Subspace Clustering by Mixture of Gaussian Regression
108,6,1255,DASC: Dense Adaptive Self-Correlation Descriptor for Multi-Modal and Multi-Spectral Correspondence
109,6,681,In Defense of Color-Based Model-Free Tracking
110,6,17,Best of Both Worlds: Human-Machine Collaboration for Object Annotation
111,6,874,Robust Multiple Homography Estimation: An Ill-Solved Problem
112,6,1159,Semi-Supervised Domain Adaptation With Subspace Learning for Visual Recognition
113,6,1013,Articulated Motion Discovery Using Pairs of Trajectories
114,7,72,A Solution for Multi-Alignment by Transformation Synchronisation
115,7,1450,A Convex Optimization Approach to Robust Fundamental Matrix Estimation
116,7,650,Simultaneous Pose and Non-Rigid Shape With Particle Dynamics
117,7,57,Semi-Supervised Learning With Explicit Relationship Regularization
118,7,119,Person Re-Identification by Local Maximal Occurrence Representation and Metric Learning
119,7,833,Joint Patch and Multi-Label Learning for Facial Action Unit Detection
120,7,1995,Real-Time Visual Analysis of Microvascular Blood Flow for Critical Care
1,1,160,JOTS: Joint Online Tracking and Segmentation
2,1,859,Gaze-Enabled Egocentric Video Summarization via Constrained Submodular Maximization
3,1,1333,Sparse Depth Super Resolution
4,1,1197,Efficient Illuminant Estimation for Color Constancy Using Grey Pixels
5,1,790,Can Humans Fly? Action Understanding With Multiple Classes of Actors
6,1,1206,Reweighted Laplace Prior Based Hyperspectral Compressive Sensing for Unknown Sparsity
7,1,2030,Class Consistent Multi-Modal Fusion With Binary Features
8,1,1877,R6P - Rolling Shutter Absolute Camera Pose
9,1,549,Embedded Phase Shifting: Robust Phase Shifting With Embedded Signals
10,1,2095,Shape and Light Directions From Shading and Polarization
11,1,783,3D Deep Shape Descriptor
12,2,1232,Cross-Age Face Verification by Coordinating With Cross-Face Age Verification
13,2,518,Beyond Mahalanobis Metric: Cayley-Klein Metric Learning
14,2,750,From Dictionary of Visual Words to Subspaces: Locality-Constrained Affine Subspace Coding
15,2,1289,FPA-CS: Focal Plane Array-Based Compressive Imaging in Short-Wave Infrared
16,2,2346,BOLD - Binary Online Learned Descriptor For Efficient Image Matching
17,2,568,Defocus Deblurring and Superresolution for Time-of-Flight Depth Cameras
18,2,588,Burst Deblurring: Removing Camera Shake Through Fourier Burst Accumulation
19,2,1655,SOM: Semantic Obviousness Metric for Image Quality Assessment
20,2,495,DeepID-Net: Deformable Deep Convolutional Neural Networks for Object Detection
21,2,229,Efficient Globally Optimal Consensus Maximisation With Tree Search
22,2,741,Mind's Eye: A Recurrent Visual Representation for Image Caption Generation
23,2,1712,Hierarchical Sparse Coding With Geometric Prior For Visual Geo-Location
24,2,172,P3.5P: Pose Estimation With Unknown Focal Length
25,2,61,Joint Vanishing Point Extraction and Tracking
26,2,467,Learning a Non-Linear Knowledge Transfer Model for Cross-View Action Recognition
27,2,388,Random Tree Walk Toward Instantaneous 3D Human Pose Estimation
28,3,1167,Deep Hashing for Compact Binary Codes Learning
29,3,2137,Completing 3D Object Shape From One Depth Image
30,3,2083,Encoding Based Saliency Detection for Videos and Images
31,3,2077,Online Sketching Hashing
32,3,2349,Enriching Object Detection With 2D-3D Registration and Continuous Viewpoint Estimation
33,3,1966,Representing 3D Texture on Mesh Manifolds for Retrieval and Recognition Applications
34,3,920,Saliency Propagation From Simple to Difficult
35,3,151,Learning an Efficient Model of Hand Shape Variation From Depth Images
36,3,2219,On the Minimal Problems of Low-Rank Matrix Factorization
37,3,1111,Symmetry-Based Text Line Detection in Natural Scenes
38,3,1408,DevNet: A Deep Event Network for Multimedia Event Detection and Evidence Recounting
39,3,1400,Learning to Detect Motion Boundaries
40,3,1254,Improving Object Proposals With Multi-Thresholding Straddling Expansion
41,3,1480,Visual Recognition by Counting Instances: A Multi-Instance Cardinality Potential Kernel
42,3,434,Unconstrained 3D Face Reconstruction
43,3,527,Becoming the Expert - Interactive Multi-Class Machine Teaching
44,3,1491,Long-Term Recurrent Convolutional Networks for Visual Recognition and Description
45,3,1103,Zero-Shot Object Recognition by Semantic Manifold Distance
46,3,1054,Hyper-Class Augmented and Regularized Deep Learning for Fine-Grained Image Classification
47,3,649,Direct Structure Estimation for 3D Reconstruction
48,3,1937,Global Supervised Descent Method
49,3,2380,Robust Camera Location Estimation by Convex Programming
50,3,2180,Practical Robust Two-View Translation Estimation
51,3,407,Learning From Massive Noisy Labeled Data for Image Classification
52,4,238,KL Divergence Based Agglomerative Clustering for Automated Vitiligo Grading
53,4,1728,Robust Saliency Detection via Regularized Random Walks Ranking
54,4,503,Weakly Supervised Semantic Segmentation for Social Images
55,4,225,Image Specificity
56,4,597,A Multi-Plane Block-Coordinate Frank-Wolfe Algorithm for Training Structural SVMs With a Costly Max-Oracle
57,4,1017,Web-Scale Training for Face Identification
58,4,1278,Dynamically Encoded Actions Based on Spacetime Saliency
59,4,2258,Three Viewpoints Toward Exemplar SVM
60,4,1520,Visual Recognition by Learning From Web Data: A Weakly Supervised Domain Generalization Approach
61,4,927,Clustering of Static-Adaptive Correspondences for Deformable Object Tracking
62,4,856,Geo-Semantic Segmentation
63,4,792,Towards Unified Depth and Semantic Prediction From a Single Image
64,4,889,Towards Force Sensing From Vision: Observing Hand-Object Interactions to Infer Manipulation Forces
65,4,1334,A MRF Shape Prior for Facade Parsing With Occlusions
66,4,1752,Probability Occupancy Maps for Occluded Depth Images
67,4,2173,Segment Based 3D Object Shape Priors
68,4,2378,Shape-From-Template in Flatland
69,4,6,Understanding Tools: Task-Oriented Object Modeling; Learning and Recognition
70,4,2354,Deep Roto-Translation Scattering for Object Classification
71,4,1934,Non-Rigid Registration of Images With Geometric and Photometric Deformation by Using Local Affine Fourier-Moment Matching
72,5,862,Detector Discovery in the Wild: Joint Multiple Instance and Representation Learning
73,5,2276,Deeply Learned Face Representations Are Sparse; Selective; and Robust
74,5,1649,Unsupervised Visual Alignment With Similarity Graphs
75,5,643,Video Anomaly Detection and Localization Using Hierarchical Feature Representation and Gaussian Process Regression
76,5,1639,Inferring 3D Layout of Building Facades From a Single Image
77,5,1690,Evaluation of Output Embeddings for Fine-Grained Image Classification
78,5,897,Virtual View Networks for Object Reconstruction
79,5,987,Real-Time Coarse-to-Fine Topologically Preserving Segmentation
80,5,1238,Supervised Mid-Level Features for Word Image Representation
81,5,1023,Learning Lightness From Human Judgement on Relative Reflectance
82,5,2345,Scene Classification With Semantic Fisher Vectors
83,5,192,Don't Just Listen; Use Your Imagination: Leveraging Visual Common Sense for Non-Visual Tasks
84,5,1539,Co-Saliency Detection via Looking Deep and Wide
85,6,1196,Adopting an Unconstrained Ray Model in Light-Field Cameras for 3D Shape Reconstruction
86,6,1952,Towards 3D Object Detection With Bimodal Deep Boltzmann Machines Over RGBD Imagery
87,6,1518,An Active Search Strategy for Efficient Object Class Detection
88,6,791,Geodesic Exponential Kernels: When Curvature and Linearity Conflict
89,6,47,Transformation-Invariant Convolutional Jungles
90,6,2321,Exemplar SVMs as Visual Feature Encoders
91,6,1390,Object Scene Flow for Autonomous Vehicles
92,6,1432,Reflectance Hashing for Material Recognition
93,6,224,Joint Photo Stream and Blog Post Summarization and Exploration
94,6,375,Video Summarization by Learning Submodular Mixtures of Objectives
95,6,1361,Building Proteins in a Day: Efficient 3D Molecular Reconstruction
96,6,1981,Learning Descriptors for Object Recognition and 3D Pose Estimation
97,6,1345,Image Partitioning Into Convex Polygons
98,6,1960,Deep Visual-Semantic Alignments for Generating Image Descriptions
99,6,1351,Unsupervised Learning of Complex Articulated Kinematic Structures Combining Motion and Skeleton Information
100,6,843,Elastic Functional Coding of Human Actions: From Vector-Fields to Latent Variables
101,6,1642,Show and Tell: A Neural Image Caption Generator
102,6,319,Descriptor Free Visual Indoor Localization With Line Segments
103,6,2372,Fixation Bank: Learning to Reweight Fixation Candidates
104,6,1490,Deep Networks for Saliency Detection via Local Estimation and Global Search
105,6,358,Reflection Removal Using Ghosting Cues
106,6,1316,A Dataset for Movie Description
107,7,123,Fast and Robust Hand Tracking Using Detection-Guided Optimization
108,7,1803,Efficient SDP Inference for Fully-Connected CRFs Based on Low-Rank Decomposition
109,7,1138,Discriminative Learning of Iteration-Wise Priors for Blind Deconvolution
110,7,615,Eye Tracking Assisted Extraction of Attentionally Important Objects From Videos
111,7,855,Multi-View Feature Engineering and Learning
112,7,1442,Self Scaled Regularized Robust Regression
113,7,812,Simultaneous Feature Learning and Hash Coding With Deep Neural Networks
114,7,1411,MatchNet: Unifying Feature and Metric Learning for Patch-Based Matching
115,7,964,Reconstructing the World* in Six Days *(As Captured by the Yahoo 100 Million Image Dataset)
116,7,354,Exact Bias Correction and Covariance Estimation for Stereo Vision
117,7,40,Computing Similarity Transformations From Only Image Correspondences
118,7,980,Image Segmentation in Twenty Questions
119,7,263,Interaction Part Mining: A Mid-Level Approach for Fine-Grained Action Recognition
120,7,1099,Sparse Projections for High-Dimensional Binary Codes
1,1,1955,Hierarchically-Constrained Optical Flow
2,1,318,The k-Support Norm and Convex Envelopes of Cardinality and Rank
3,1,1312,Matching Bags of Regions in RGBD images
4,1,1117,Recurrent Convolutional Neural Network for Object Recognition
5,1,2076,Feedforward Semantic Segmentation With Zoom-Out Features
6,1,221,The Aperture Problem for Refractive Motion
7,1,327,Saliency-Aware Geodesic Video Object Segmentation
8,1,2277,DEEP-CARVING: Discovering Visual Attributes by Carving Deep Neural Nets
9,1,1420,Rent3D: Floor-Plan Priors for Monocular Layout Estimation
10,1,505,Learning a Sequential Search for Landmarks
11,1,1429,Fully Convolutional Networks for Semantic Segmentation
12,1,1335,Deep Correlation for Matching Images and Text
13,1,758,Multi-Objective Convolutional Learning for Face Labeling
14,1,1344,Deep Multiple Instance Learning for Image Classification and Auto-Annotation
15,1,1045,Multi-Instance Object Segmentation With Occlusion Handling
16,1,1974,Material Recognition in the Wild With the Materials in Context Database
17,1,26,Understanding Pedestrian Behaviors From Stationary Crowd Groups
18,1,2096,Depth From Focus With Your Mobile Phone
19,1,1881,Fusion Moves for Correlation Clustering
20,2,2282,Second-Order Constrained Parametric Proposals and Sequential Search-Based Structured Prediction for Semantic Segmentation in RGB-D Images
21,2,104,Metric Imitation by Manifold Transfer for Efficient Vision Applications
22,2,1818,The Stitched Puppet: A Graphical Model of 3D Human Shape and Pose
23,2,1415,Scene Labeling With LSTM Recurrent Neural Networks
24,2,2232,FAemb: A Function Approximation-Based Embedding Method for Image Retrieval
25,2,1416,Automatically Discovering Local Visual Material Attributes
26,2,276,Depth Image Enhancement Using Local Tangent Plane Approximations
27,2,865,Video Co-Summarization: Video Summarization by Visual Co-Occurrence
28,2,542,Watch and Learn: Semi-Supervised Learning for Object Detectors From Video
29,2,1805,Generalized Tensor Total Variation Minimization for Visual Data Recovery
30,2,242,Active Learning for Structured Probabilistic Models With Histogram Approximation
31,2,595,Image Parsing With a Wide Range of Classes and Scene-Level Context
32,2,397,Bayesian Sparse Representation for Hyperspectral Image Super Resolution
33,2,297,Semantic Object Segmentation via Detection in Weakly Labeled Video
34,2,2065,Learning With Dataset Bias in Latent Subcategory Models
35,2,2266,Project-Out Cascaded Regression With an Application to Face Alignment
36,3,193,Image Retrieval Using Scene Graphs
37,3,2403,Unifying Holistic and Parts-Based Deformable Model Fitting
38,3,1250,Small Instance Detection by Integer Programming on Object Density Maps
39,3,500,Motion Part Regularization: Improving Action Recognition via Trajectory Selection
40,3,1536,Multi-Task Deep Visual-Semantic Embedding for Video Thumbnail Selection
41,3,1640,Fine-Grained Visual Categorization via Multi-Stage Metric Learning
42,3,2144,Saturation-Preserving Specular Reflection Separation
43,3,1643,Joint SFM and Detection Cues for Monocular 3D Localization in Road Scenes
44,3,772,Fisher Vectors Meet Neural Networks: A Hybrid Classification Architecture
45,3,1859,UniHIST: A Unified Framework for Image Restoration With Marginal Histogram Constraints
46,3,2412,Human Action Segmentation With Hierarchical Supervoxel Consistency
47,3,54,Robust Manhattan Frame Estimation From a Single RGB-D Image
48,3,992,Learning to Segment Under Various Forms of Weak Supervision
49,4,1324,Fast and Accurate Image Upscaling With Super-Resolution Forests
50,4,2231,Light Field From Micro-Baseline Image Pair
51,4,1279,Efficient ConvNet-Based Marker-Less Motion Capture in General Scenes With a Low Number of Cameras
52,4,168,Learning Scene-Specific Pedestrian Detectors Without Real Data
53,4,529,Deep Filter Banks for Texture Recognition and Segmentation
54,4,526,Multiple Random Walkers and Their Application to Image Cosegmentation
55,4,366,Beyond the Shortest Path : Unsupervised Domain Adaptation by Sampling Subspaces Along the Spline Flow
56,4,910,Spherical Embedding of Inlier Silhouette Dissimilarities
57,4,1875,Semantics-Preserving Hashing for Cross-View Retrieval
58,4,2017,Object Proposal by Multi-Branch Hierarchical Segmentation
59,4,10,Ambient Occlusion via Compressive Visibility Estimation
60,4,780,Shape-Tailored Local Descriptors and Their Application to Segmentation and Tracking
61,4,810,Scalable Object Detection by Filter Compression With Regularized Sparse Coding
62,4,1755,An Improved Deep Learning Architecture for Person Re-Identification
63,4,1126,Understanding Classifier Errors by Examining Influential Neighbors
